,text
744,طلسم شده از فیلم‌های آلفرد هیچکاک است.
745,بجو امر به جویدن است.
746,بها ارزش جنس است.
747,سوسنگرد شهری در خوزستان است.
748,لودر نوعی ماشین راهسازی است.
749,آج برآمدگی ته کفش است.
750,اداک معادل جزیره است.
751,لباف معادل زیلوباف است.
752,ما معادل شما و من است.
753,از کاه کوه می‌سازند!
754,لفظ معادل واژه و کلمه است.
755,از معادل حرص و طمع است.
756,مریم سوره ۱۹ قرآن کریم است.
757,سیما معادل چهره و صورت است.
758,تی زمین‌شوی دسته‌دار است.
759,رندی معادل زیرکی است.
760,یاد ایام آلبومی از مرحوم محمدرضا شجریان است.
761,لوم معادل نکوهش و سرکوفت است.
762,شتر حیوان کوهان‌دار است.
763,وایت برد تخته سپید است.
764,طوفان طبس در تاریخ ایران معروف شد.
765,ال‌کاستیلو هرم معروف مکزیک است.
766,لج و لجبازی فیلمی از مهدی برقعی است.
767,آوا معادل نغمه و بانگ است.
768,سوسو نور کم است.
769,آه نفس بلند است.
770,مردمی معادل فارسی فولکلوریک است.
771,نداف پنبه زن است.
772,مانا معادل مثل و شبیه است.
773,شبگرد حارس و نگهبان شب است.
774,لر قومی ایرانی است.
775,دیشب شبی که گذشت است.
776,دهر معادل روزگار است.
777,آمفی تئاتر سالن اجرای نمایش است.
778,هادی کاظمی از بازیگران علی‌البدل است.
779,مرد همسر زن است.
780,متدلوژی روش شناسی است.
781,دون معادل پست و فرومایه است.
782,یاد معادل ذهن و خاطر است.
783,رداس مرد سنگ‌انداز است.
784,لا معادل میان و وسط است.
785,نه آخرین عدد یک رقمی است.
786,کاهل معادل تن‌پرور و تنبل است.
787,نقوش معادل نقش‌ها است.
788,نیس بندری در فرانسه است.
789,اره وسیله مورد نیاز نجار است.
790,طامع معادل حریص است.
791,جنید نام بغدادی عارف ایرانی است.
792,دا بله روسی است.
793,آبان از ماه‌های فصل ‌پاییز است.
794,یخی نوعی بستنی است.
795,اسف معادل حسرت است.
796,هندوراس کشوری در شمال آمریکای مرکزی است.
797,مدرن معادل جدید و امروزی است.
798,نیجریه کشوری در قاره آفریقا است.
799,تو دهنی پاسخ محکم و دندان شکن است.
800,ناخن استخوان نازک روی سرانگشت دست و پا است.
801,دنا خودرویی ایرانی است.
802,قسطی نوعی خرید است.
803,ید هالوژن نمک ‌طعام است.
804,سکو محل استقرار موشک است.
805,ادا به‌جا آوردن است.
806,وی حرف ‌پیروزی است.
807,آشام معادل نوشیدنى است.
808,بار معادل دفعه و مرتبه است.
809,ژاله معادل شبنم است.
810,رعدآسا همچون تندر است.
811,یدالله دست خدا است.
812,انفس معادل گرانمایه‌تر است.
813,ناخن خشک کنایه از خسیس است.
814,فیل حیوان عاج‌دار است.
815,وصی معادل سرپرست و قیم است.
816,تراورتن نوعی سنگ آهک است.
817,مفاد معادل مفهوم است.
818,کنیز خدمتکار زن است.
819,جناس صنعتی در ادبیات است.
820,زت معادل تزیین و آراستن است.
821,وجود دارد، هست است.
822,خدا معادل یزدان است.
823,کنگو کشوری در آفریقا است.
824,لامل از تیغه‌های آزمایشگاهی است.
825,حامد معادل ستایشگر است.
826,ماتم‌زده معادل عزادار است.
827,امر معادل حکم و فرمان است.
828,یوم روز عرب است.
829,نامه‌نما معادل فارسی اندیکاتور است.
830,پولی که با آن ضمانت کنند، وجه‌الضماناست.
831,ایرمان‌سرا مجازا کنایه از دنیا است.
832,اما از کلمات شرط است.
833,ات اسب آذری است.
834,محترم معادل بزرگوار و گرامی است.
835,واکس جلا دهنده کفش است.
836,کلام معادل سخن و بیان است.
837,خوردن فرو بردن غذا از گلو است.
838,زینت داده شده، مزین است.
839,شصت عدد دو رقمی بین پنجاه تا هفتاد است.
840,یزدگرد دوم پسر بهرام گور است.
841,کینگزتاون شهری در ایالت مریلند کشور آمریکا است.
842,هما پرنده سعادت است.
843,روشن چراغ یکی از سی لحن باربد است.
844,هول معادل ترس و بیم است.
845,ویلا خانه کنار دریا است.
846,نش معادل سایه‌گاه است.
847,یبس خشک مزاج است.
848,مولوی از شاعران ایرانی است.
849,نق زدنی بهانه‌جو است.
850,متناوب یکی پس از دیگری است.
851,دعا معادل نیایش است.
852,بره بچه گوسفند است.
853,دلا ای دل است.
854,وای کلام درد است.
855,ابتذال معادل پستی است.
856,شر معادل فتنه و بدی است.
857,لیونر نوعی کالباس است.
858,لیر پول سابق ایتالیا است.
859,پا عضو رونده است.
860,کلام نهفته، راز است.
861,لوبیا پلو از غذاهای ایرانی است.
862,رهنما معادل هادی است.
863,داش آکل فیلم محمد عرب است.
864,ووشو ورزشی رزمی است.
865,دلبر معادل معشوق است.
866,شل معادل آبکی است.
867,لمعات اثری از فخرالدین عراقی است.
868,لهب زبانه آتش است.
869,یوتا ایالتی در آمریکا است.
870,ذلیلی معادل خواری است.
871,چوبین از کارتون‌ها است.
872,ریس نخ تابیده است.
873,آب آلو صفرابر سنتی است.
874,رپ از سبک‌های موسیقی است.
875,نوری نوعی ‌زردآلو است.
876,نپال کشور اورست است.
877,غار قبه از غارهای کرمانشاه است.
878,ترازو نماد عدالت است.
879,انژیوکت از تجهیزات درمانی است.
880,سخنوران معادل ادبا است.
881,لج معادل یکدندگی است.
882,شگرد شیوه کار است.
883,ایس معادل سرخورده است.
884,رتب جمع رتبه است.
885,هر دارویی که روی زخم بگذارند تا بهبود یابد، مرهم است.
886,تشدید استوار کردن است.
887,نارنج از مرکبات است.
888,پیروی معادل تبعیت است.
889,حرف پوست کنده، رک است.
890,حومه معادل اطراف و پیرامون است.
891,همه دارند، نام است.
892,یرا چین و چروک پوست است.
893,یخنی آبگوشت ساده است.
894,دد حیوان وحشی است.
895,آتاکاما صحرایی در شیلی است.
896,نرماشیر شهری در استان‌کرمان است.
897,اسلامی شیوه‌ای از معماری است.
898,پرنیان حریر منقش است.
899,نیک اختر خوش اقبال است.
900,ژن عامل وراثت است.
901,سه‌تار از سازهای سنتی ایران است.
902,منام معادل خوابگاه است.
903,بیان شده، مشروح است.
904,ورگر از توابع استان‌ ایلام است.
905,دنیوی مقابل اخروی است.
906,آش از غذاهای ایرانی است.
907,کارتریج مخزن جوهر پرینتر است.
